source_asin,source,listing_url,product_type,relevance_score,competitor_type,product_form,material,material_evidence,detail_material,detail_evidence,pack_count,closure,style,use_case,feature_tags,asin,parent_asin,title,brand,price,monthly_sales,reviews,rating,seller_address,is_fba,variation_count,listing_date,bsr_category,main_image_url,image_file,visual_product_form,visual_material_signal,visual_pack_count,visual_closure,visual_style,visual_notes
B0FN8HSZHC,keyword,https://www.amazon.com/dp/B0BRDVLPKB,STORAGE BOX,45.2,keyword,storage box,plastic,detail:plastic,plastic,detail:plastic,4,lid,clear/minimal,general kitchen storage,,B0BRDVLPKB,B0FVSYH16C,"IRIS USA 4-Pack 72 Quart Storage Bins with Lids, Clear",IRIS USA,64.99,0.0,34415.0,4.0,,True,19.0,,Lidded Home Storage Bins / 2422434011 / 1,https://m.media-amazon.com/images/I/71UFK58DPHL.jpg,research/B0FN8HSZHC/images/11_B0BRDVLPKB.jpg,,,,,,
B0FN8HSZHC,keyword,https://www.amazon.com/dp/B0HB916F4Y,STORAGE BOX,44.1,keyword,storage box,plastic,title:plastic; detail:plastic,plastic,title:plastic; detail:plastic,1,lid,clear/minimal,general kitchen storage,extra large,B0HB916F4Y,B0HB916F4Y,"66QT Large Clear Plastic Storage Bin with Latching Lid, Stackable",Generic,12.86,200.0,0.0,0.0,CN,False,0.0,,Lidded Home Storage Bins / 2422434011 / 228,https://m.media-amazon.com/images/I/61jG88TsYFL._AC_SL1500_.jpg,research/B0FN8HSZHC/images/12_B0HB916F4Y.jpg,,,,,,
B0FN8HSZHC,keyword,https://www.amazon.com/dp/B0GL4S4BQM,STORAGE BOX,43.8,keyword,combo storage box,plastic,title:plastic; detail:plastic,plastic,title:plastic; detail:plastic,4,lid,unknown,unknown,,B0GL4S4BQM,B09YVWRW1R,"Sterilite Latching Box with Lids for Home and Office, 64 Quart, 4-Pack | Heavy-Duty and Stackable Plastic Containers with Latches for Closet, Cabinet, Bedroom, Bathroom and Dorm Room Organization",Sterilite,57.99,2000.0,14350.0,4.6,US,False,33.0,,Lidded Home Storage Bins / 2422434011 / 3,https://m.media-amazon.com/images/I/514g9WlzRfL.jpg,research/B0FN8HSZHC/images/13_B0GL4S4BQM.jpg,,,,,,
B0FN8HSZHC,keyword,https://www.amazon.com/dp/B09V5KXQ1J,STORAGE BOX,40.6,keyword,combo storage box,plastic,title:plastic; detail:plastic; detail:poly,plastic,title:plastic; detail:plastic; detail:poly,6,lid,clear/minimal,general kitchen storage,,B09V5KXQ1J,B09V5PJ3F6,"Amazon Basics Plastic Storage Containers with Secure Latching Lids, Stackable Organization Bins, Clear/Grey, 32 Quart, Set of 6",Amazon Basics,49.13,1000.0,1219.0,4.2,,True,2.0,,Lidded Home Storage Bins / 2422434011 / 19,https://m.media-amazon.com/images/I/61VlqdjFu5L.jpg,research/B0FN8HSZHC/images/14_B09V5KXQ1J.jpg,,,,,,
B0FN8HSZHC,keyword,https://www.amazon.com/dp/B0HC38616N,STORAGE BOX,39.2,keyword,storage box,plastic,title:plastic; detail:plastic; detail:poly,plastic,title:plastic; detail:plastic; detail:poly,1,lid,clear/minimal,general kitchen storage,extra large,B0HC38616N,B0HC38616N,66 Quart Large Clear Plastic Latching Storage Bin with Latch Lid,Generic,10.98,0.0,0.0,0.0,CN,False,0.0,,Storage Boxes / 24086069011 / 81,https://m.media-amazon.com/images/I/51BygnnwRRL.jpg,research/B0FN8HSZHC/images/15_B0HC38616N.jpg,,,,,,
B0FN8HSZHC,keyword,https://www.amazon.com/dp/B0H5X28X7W,STORAGE BOX,38.8,keyword,storage box,plastic,title:plastic; detail:plastic; detail:poly; detail:polyethylene,plastic,title:plastic; detail:plastic; detail:poly; detail:polyethylene,1,lid,unknown,general kitchen storage,,B0H5X28X7W,B0H5X28X7W,"BLOISECX Heavy-Duty Wheeled Storage Tote, 40-Gallon, BPA-Free Plastic, Stackable, with Rotating Pull Handle and Secure Latching Lid, 36.75x21.375x18 Inch",BLOISECX,44.99,100.0,2.0,4.5,CN,False,0.0,,Men’s Totes / 21557336011 / 4,https://m.media-amazon.com/images/I/61GbPSP3TXL.jpg,research/B0FN8HSZHC/images/16_B0H5X28X7W.jpg,,,,,,
B0FN8HSZHC,keyword,https://www.amazon.com/dp/B0BXLBDN2H,STORAGE BOX,38.2,keyword,combo storage box,plastic,title:plastic; detail:plastic,plastic,title:plastic; detail:plastic,4,lid,unknown,general kitchen storage,,B0BXLBDN2H,B0BXLBDN2H,"Modern Plastic & Metal 40 Gallon Lidded Home Storage Bins, Stackable Industrial Storage Containers Tote, Organizing Tote Tub Box with Wheeled, Moving Boxes, Set of 4, Black",EMNY,50.0,200.0,216.0,4.4,US,False,0.0,,Lidded Home Storage Bins / 2422434011 / 204,https://m.media-amazon.com/images/I/51j6tbG9uEL.jpg,research/B0FN8HSZHC/images/17_B0BXLBDN2H.jpg,,,,,,
B0FN8HSZHC,keyword,https://www.amazon.com/dp/B0HC23SP26,STORAGE BOX,36.7,keyword,storage box,plastic,detail:plastic,plastic,detail:plastic,1,lid,unknown,unknown,extra large,B0HC23SP26,B0HC23SP26,"X-Large Black Heavy Duty Stackable Tote with Latching Lid 40 gal 160 quarts | Weather-Resistant, Impact Resistant, Lockable Lid, Dust Free, Tie-Down Grooves",Generic,63.99,0.0,0.0,0.0,US,False,0.0,,Lidded Home Storage Bins / 2422434011 / 2310,https://m.media-amazon.com/images/I/41jNQyJR9UL._AC_SL1481_.jpg,research/B0FN8HSZHC/images/18_B0HC23SP26.jpg,,,,,,
B0FN8HSZHC,keyword,https://www.amazon.com/dp/B0GH9325VG,STORAGE BOX,36.0,keyword,storage box,plastic,detail:plastic,plastic,detail:plastic,4,lid,unknown,general kitchen storage,,B0GH9325VG,B0GWKS5PD5,"Sterilite Industrial Storage Tote with Lids for Garage, 27 Gallon, 4-Pack | Heavy-Duty and Stackable Utility Box Containers for Home, Office, and Basement Organization, Black/Yellow",Sterilite,80.74,3000.0,257.0,4.6,US,False,18.0,,Lidded Home Storage Bins / 2422434011 / 8,https://m.media-amazon.com/images/I/61YizaQfy6L.jpg,research/B0FN8HSZHC/images/19_B0GH9325VG.jpg,,,,,,
B0FN8HSZHC,keyword/category,https://www.amazon.com/dp/B00KL7VQ7S,STORAGE BOX,35.8,keyword,combo storage box,plastic,title:plastic; detail:plastic,plastic,title:plastic; detail:plastic,4,lid,clear/minimal,general kitchen storage,,B00KL7VQ7S,B0DCD73DVC,"Sterilite 32 Qt Gasket Box, Stackable Storage Bin with Latching Lid and Tight Seal, Plastic Container to Organize Basement, Clear Base and Lid, 4-Pack | Heavy-Duty, Stackable, and Organizing Containers for Bathroom, Cabinet, Closet, and Garage, Clear and Blue Aquarium Latches",Sterilite,61.72,0.0,6030.0,4.2,US,False,32.0,,Lidded Storage Bins / 2422434011 / 13,https://m.media-amazon.com/images/I/61T3KqAMOrL.jpg,research/B0FN8HSZHC/images/20_B00KL7VQ7S.jpg,,,,,,
B0FN8HSZHC,keyword,https://www.amazon.com/dp/B082PJN8BD,STORAGE BOX,35.6,keyword,combo storage box,plastic,title:plastic; detail:plastic,plastic,title:plastic; detail:plastic,6,lid,clear/minimal,general kitchen storage,,B082PJN8BD,B0F79XS7P6,"Rubbermaid Cleverstore Clear 32 Qt, 6 Pack Stackable Plastic Storage Bins with Lids, Great for Closet and Laundry Storage, Organizing in the Home",Rubbermaid,84.63,4000.0,2874.0,4.5,,True,4.0,,Lidded Home Storage Bins / 2422434011 / 2,https://m.media-amazon.com/images/I/81x5IBUFgTL.jpg,research/B0FN8HSZHC/images/21_B082PJN8BD.jpg,,,,,,
B0FN8HSZHC,keyword,https://www.amazon.com/dp/B0H5CG5KC2,,35.2,keyword,lid box,plastic,title:plastic; detail:plastic,plastic,title:plastic; detail:plastic,100,lid,clear/minimal,general kitchen storage,,B0H5CG5KC2,B0H5CG5KC2,"Gisafai 100 Pcs Bead Storage Containers Small Clear Plastic Hinged Lid Box | Square Craft Supplies Organizer Case for Jewelry Screws Hardware Cards, Tiny Clear Boxes Bulk, 4.13 x 2.95 x 1.26 Inch",Gisafai,56.99,0.0,0.0,0.0,CN,True,0.0,,"['', '']",https://m.media-amazon.com/images/I/8115XqTHknL._AC_SL1500_.jpg,research/B0FN8HSZHC/images/22_B0H5CG5KC2.jpg,,,,,,
B0FN8HSZHC,keyword,https://www.amazon.com/dp/B0G3P827CZ,STORAGE BOX,35.0,keyword,storage box,plastic,title:plastic; detail:plastic; detail:poly,plastic,title:plastic; detail:plastic; detail:poly,2,lid,unknown,general kitchen storage,extra large,B0G3P827CZ,B0G3P827CZ,"Large Storage Bin (2-Pack) 27 Gallon Plastic Storage Container with Secure Snap-On Lid, Heavy-Duty Stackable Totes for Industrial, Garage, and Home Organization, Black and Red",Generic,22.88,200.0,15.0,4.8,CN,False,0.0,,Open Home Storage Bins / 2422435011 / 230,https://m.media-amazon.com/images/I/61WH8LsrSoL.jpg,research/B0FN8HSZHC/images/23_B0G3P827CZ.jpg,,,,,,
B0FN8HSZHC,keyword,https://www.amazon.com/dp/B0FT7PQ1B2,STORAGE BOX,34.4,keyword,combo storage box,plastic,title:plastic; detail:plastic,plastic,title:plastic; detail:plastic,2,unknown,unknown,general kitchen storage,,B0FT7PQ1B2,B0FT7PQ1B2,"YHNNH Industrial Storage Tote with Wheels, Black, 40 Gallon, Heavy Duty Plastic Container, Handle and Latches, 36.75x21.38x18 Inch, Set of 2",YHNNH,49.99,300.0,46.0,4.8,US,False,0.0,,Lidded Home Storage Bins / 2422434011 / 199,https://m.media-amazon.com/images/I/71FJNnAC2XL.jpg,,,,,,,
B0FN8HSZHC,keyword,https://www.amazon.com/dp/B0H2N91953,STORAGE BOX,33.8,keyword,storage box,plastic,title:plastic; detail:plastic,plastic,title:plastic; detail:plastic,6,lid,unknown,general kitchen storage,,B0H2N91953,B0H2N91953,"POMILER 27 Gallon Durable Plastic Storage Tote with Snap-On Lid, Black and Yellow, Heavy-Duty, Secure-Grip Handles, 6 Pack",POMILER,52.99,300.0,25.0,3.9,CN,False,0.0,,Lidded Storage Bins / 2422434011 / 203,https://m.media-amazon.com/images/I/61LvaZ-AgVL.jpg,,,,,,,
B0FN8HSZHC,keyword,https://www.amazon.com/dp/B0FDWLX8QP,STORAGE BAG,33.2,keyword,extra-large storage bag,plastic,detail:plastic,plastic,detail:plastic,8,lid,clear/minimal,general kitchen storage,extra large,B0FDWLX8QP,B0GYZPXHQ7,"8 Pack Extra Large Clothes Storage Bins with Lids, Moving Bags, Clear",ukeetap,42.99,20000.0,4094.0,4.7,HK,True,8.0,,Moving Bags / 118688596011 / 8,https://m.media-amazon.com/images/I/71DThUXi5xL.jpg,research/B0FN8HSZHC/images/26_B0FDWLX8QP.jpg,,,,,,
B0FN8HSZHC,keyword,https://www.amazon.com/dp/B0D6W4QPZP,ITEM CONTAINER,32.8,keyword,combo item container,plastic,title:plastic; detail:plastic; detail:poly; detail:polyethylene,plastic,title:plastic; detail:plastic; detail:poly; detail:polyethylene,4,unknown,clear/minimal,general kitchen storage,extra large,B0D6W4QPZP,B0GTPGKNJ4,"Vtopmart 4 Pack Extra Large Clear Storage Bins, 11x11 Cube Organizer | Acrylic Cube Storage Bins, Plastic Containers with Handle for Pantry, Kitchen, Closet, Laundry Room, Bathroom, Under Sink",Vtopmart,37.99,3000.0,1110.0,4.7,CN,True,10.0,,Open Storage Bins / 2422435011 / 3,https://m.media-amazon.com/images/I/71M04VGGtuL.jpg,research/B0FN8HSZHC/images/27_B0D6W4QPZP.jpg,,,,,,
B0FN8HSZHC,keyword,https://www.amazon.com/dp/B0H9XP5GJY,,32.5,keyword,plastic container,plastic,title:plastic; detail:plastic,plastic,title:plastic; detail:plastic,1,lid,unknown,general kitchen storage,extra large,B0H9XP5GJY,B0H9XP5GJY,Large Storage Bin 18 Gallon Plastic Container with Lid Pink,JIXEGNP,12.28,0.0,0.0,0.0,CN,False,0.0,,Lidded Home Storage Bins / 2422434011 / 480,https://m.media-amazon.com/images/I/41KLBHuR+DL.jpg,research/B0FN8HSZHC/images/28_B0H9XP5GJY.jpg,,,,,,
B0FN8HSZHC,keyword,https://www.amazon.com/dp/B0H5XWQSGR,STORAGE BOX,31.7,noise,storage box,plastic,title:plastic; detail:plastic; detail:poly; detail:opp,plastic,title:plastic; detail:plastic; detail:poly; detail:opp,1,unknown,unknown,general kitchen storage,,B0H5XWQSGR,B0H5XWQSGR,"AYCXDESB 27 Gallon Heavy-Duty Plastic Storage Bin, Black and Red, Pack of 4",AYCXDESB,41.79,200.0,3.0,5.0,CN,False,0.0,,Lidded Home Storage Bins / 2422434011 / 217,https://m.media-amazon.com/images/I/71pEy1S5+PL.jpg,research/B0FN8HSZHC/images/29_B0H5XWQSGR.jpg,,,,,,
B0FN8HSZHC,keyword,https://www.amazon.com/dp/B0H4YT9WN3,UTILITY CART WAGON,31.7,noise,reusable utility cart wagon,plastic,detail:plastic,plastic,detail:plastic,1,unknown,unknown,unknown,extra large,B0H4YT9WN3,B0H4YX7CH1,"Foldable Wheeled Tote Bag,Large Capacity Heavy Duty Grocery Cart, Detachable Bottom Plate for Groceries,Laundry",Chiyhshaa,45.99,0.0,0.0,0.0,CN,True,4.0,,Kitchen Reusable Grocery Bags / 1252210011 / 4688,https://m.media-amazon.com/images/I/619rxdA9UmL.jpg,research/B0FN8HSZHC/images/30_B0H4YT9WN3.jpg,,,,,,
B0FN8HSZHC,keyword,https://www.amazon.com/dp/B0GH1DPSBP,UTILITY CART WAGON,28.4,noise,reusable utility cart wagon,plastic,detail:poly; title:opp,plastic,detail:poly; title:opp,1,zipper,unknown,unknown,reusable,B0GH1DPSBP,B0GH1DPSBP,"Rolling Tote Bag on 4 Wheels, Reusable Grocery Bag with Handle and Zipper, 60L Rolling Shopping Bag, Rolling Utility Tote for Trips, Laundry, Lightweight, Folds Flat, Black",Dexmary,35.99,50.0,15.0,4.7,CN,True,0.0,,Kitchen Reusable Grocery Bags / 1252210011 / 622,https://m.media-amazon.com/images/I/61gnuMDxmQL.jpg,research/B0FN8HSZHC/images/31_B0GH1DPSBP.jpg,,,,,,
B0FN8HSZHC,keyword,https://www.amazon.com/dp/B0BC8VSWC7,STORAGE BOX,28.2,noise,combo storage box,plastic,detail:plastic; detail:poly; detail:polyethylene,plastic,detail:plastic; detail:poly; detail:polyethylene,6,lid,clear/minimal,general kitchen storage,extra large,B0BC8VSWC7,B0FBGFJSYF,"Vtopmart 6 Pack Clear Stackable Storage Bins with Lids and Handles, Large",Vtopmart,29.44,10000.0,6551.0,4.6,CN,True,15.0,,Kitchen Storage Accessories / 3744031 / 3,https://m.media-amazon.com/images/I/81tHqvDlUyL.jpg,research/B0FN8HSZHC/images/32_B0BC8VSWC7.jpg,,,,,,
B0FN8HSZHC,keyword,https://www.amazon.com/dp/B09NB4H8YX,STORAGE BOX,28.2,noise,storage box,plastic,title:plastic; detail:plastic,plastic,title:plastic; detail:plastic,1,lid,unknown,general kitchen storage,,B09NB4H8YX,B0F15V2FMB,"Rubbermaid ActionPacker 35 Gallon, Made in USA, Lockable Plastic Storage Bin with Lid and Wheels- Outdoor, Industrial, Rugged, Camping Gear and Truck Bed Storage - Gray and Black",Rubbermaid,128.79,200.0,415.0,4.5,US,False,6.0,,Lidded Home Storage Bins / 2422434011 / 72,https://m.media-amazon.com/images/I/61-pQGrf9gL.jpg,research/B0FN8HSZHC/images/33_B09NB4H8YX.jpg,,,,,,
B0FN8HSZHC,keyword,https://www.amazon.com/dp/B0DHRHL3XD,UTILITY CART WAGON,27.4,noise,utility cart wagon,plastic,detail:opp,plastic,detail:opp,1,unknown,unknown,unknown,,B0DHRHL3XD,B0GKDVHG28,"Blomoba Folding Wagon Cart with Wheels, 220lbs Utility Wagon Cart, Black",Blomoba,39.99,20000.0,3246.0,4.4,US,True,11.0,,Garden Carts / 553936 / 1,https://m.media-amazon.com/images/I/81OJTcaqDiL.jpg,research/B0FN8HSZHC/images/34_B0DHRHL3XD.jpg,,,,,,
B0FN8HSZHC,keyword,https://www.amazon.com/dp/B0F9XWGVYF,TOTE BAG,27.3,noise,reusable tote bag,plastic,detail:plastic; detail:poly; detail:polyethylene; detail:opp,plastic,detail:plastic; detail:poly; detail:polyethylene; detail:opp,1,unknown,unknown,unknown,,B0F9XWGVYF,B0GYRTPM67,"WORKPRO Medium Rolling Grocery Bag, 18-Gallon Rolling Tote with 4 Wheels",WORKPRO,46.79,1000.0,365.0,4.4,US,True,6.0,,Kitchen Reusable Grocery Bags / 1252210011 / 9,https://m.media-amazon.com/images/I/71ejQmw3FtL.jpg,research/B0FN8HSZHC/images/35_B0F9XWGVYF.jpg,,,,,,
B0FN8HSZHC,keyword,https://www.amazon.com/dp/B0CHRNM2YF,STORAGE BOX,26.9,noise,storage box,plastic,title:plastic; detail:poly,plastic,title:plastic; detail:poly,1,lid,unknown,general kitchen storage,,B0CHRNM2YF,B0HD6XYXF8,"CTSNSLH 4 Tier Plastic Storage Bins with Lid 23QT - Stackable Storage Bins | Organizers and Storage with Wheels, Plastic Storage Cabinet Organization and Storage for Living Room,Office,Dorm",CTSNSLH,30.35,3000.0,3320.0,4.5,US,True,2.0,,Lidded Home Storage Bins / 2422434011 / 13,https://m.media-amazon.com/images/I/611jwFxAVDL.jpg,research/B0FN8HSZHC/images/36_B0CHRNM2YF.jpg,,,,,,
B0FN8HSZHC,keyword,https://www.amazon.com/dp/B0H8SRZB8N,STORAGE BAG,26.6,noise,foldable storage bag,linen,detail:linen,linen,detail:linen,1,zipper,unknown,general kitchen storage,extra large,B0H8SRZB8N,B0H8SSPQQF,"180L Spacious Moving Storage Bin - Large Capacity Zippered Fabric Organizer for Bedding & Clothes, Foldable Blanket Bag with Reinforced Handles for Quilts, Comforters & Moving Day，3：XL",keckaky,30.25,1000.0,64.0,1.9,CN,False,6.0,,Open Home Storage Bins / 2422435011 / 122,https://m.media-amazon.com/images/I/81tUdz92pfL.jpg,,,,,,,
B0FN8HSZHC,keyword,https://www.amazon.com/dp/B0B33K933D,STORAGE BOX,25.4,noise,storage box,plastic,title:plastic; detail:plastic,plastic,title:plastic; detail:plastic,6,lid,unknown,general kitchen storage,extra large,B0B33K933D,B0F7PCR6X6,"Rubbermaid Heavy Duty Black Storage Bins Plastic Totes with Lids for Storage, Stackable, Large Capacity, Durable, Multipurpose, 14 GAL, 6 Pack (14 GAL - 6 Pack Solid Black and Grey)",Rubbermaid,114.99,200.0,1238.0,4.5,,True,5.0,,Lidded Home Storage Bins / 2422434011 / 38,https://m.media-amazon.com/images/I/61Rz+DgHReL._AC_SL1500_.jpg,research/B0FN8HSZHC/images/38_B0B33K933D.jpg,,,,,,
B0FN8HSZHC,keyword/category,https://www.amazon.com/dp/B0H26DZQQ3,STORAGE BOX,25.2,noise,storage box,plastic,detail:plastic; detail:poly; detail:polyethylene,plastic,detail:plastic; detail:poly; detail:polyethylene,4,lid,clear/minimal,general kitchen storage,,B0H26DZQQ3,B0GVNW7ZL3,Vtopmart 4 Pack 5 Qt Clear Storage Bins with Lids for Toy & Craft Storage,Vtopmart,26.99,100.0,1243.0,4.6,CN,True,17.0,,Lidded Home Storage Bins / 2422434011 / 3,https://m.media-amazon.com/images/I/81yLk4zmWYL.jpg,research/B0FN8HSZHC/images/39_B0H26DZQQ3.jpg,,,,,,
B0FN8HSZHC,keyword,https://www.amazon.com/dp/B0H8RH8TJV,,24.9,noise,772,plastic,detail:plastic,plastic,detail:plastic,2,lid,unknown,general kitchen storage,,B0H8RH8TJV,B0H8H4YSST,2-Pack 40 Gallon Rolling Storage Bins with Wheels and Lids,Generic,38.49,0.0,0.0,0.0,CN,False,12.0,,Lidded Home Storage Bins / 2422434011 / 772,https://m.media-amazon.com/images/I/61HrIP0 xJwL.jpg,,,,,,,
B0FN8HSZHC,keyword,https://www.amazon.com/dp/B0H3KSXC25,STORAGE BOX,24.0,noise,storage box,plastic,title:plastic; detail:plastic,plastic,title:plastic; detail:plastic,6,lid,unknown,general kitchen storage,,B0H3KSXC25,B0HF7MYNFZ,"CLMSTE 6 Pack 27 Gallon Heavy Duty Storage Bins with Snap Lids, Durable Plastic Storage Totes with Stackable Black Containers & Yellow Latching Covers for Home Garage Moving Organization",CLMSTE,34.99,2000.0,132.0,4.0,CN,False,15.0,,Storage Boxes / 24086069011 / 8,https://m.media-amazon.com/images/I/81K6QK1RpxL.jpg,,,,,,,
B0FN8HSZHC,keyword,https://www.amazon.com/dp/B0BPVTG25Y,STORAGE BOX,24.0,noise,storage box,plastic,detail:plastic,plastic,detail:plastic,4,unknown,unknown,general kitchen storage,,B0BPVTG25Y,B0GWMSWXRH,"Sterilite Heavy Duty 40 Gallon Wheeled Industrial Storage Tote, 4-Pack, Black | Heavy-Duty and Stackable Utility Box Containers for Home, Office, and Basement Organization, Black",Sterilite,149.99,400.0,5147.0,4.7,US,False,4.0,,Storage Crates / 490630011 / 15,https://m.media-amazon.com/images/I/71nE3+ty8VL.jpg,,,,,,,
